"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Population","2022","Termonfeckin, Co Louth","Female","Number","1035"
"Population","2022","Rampark, Co Louth","Both sexes","Number","465"
"Population","2022","Rampark, Co Louth","Male","Number","225"
"Population","2022","Rampark, Co Louth","Female","Number","240"
"Population","2022","Omeath, Co Louth","Both sexes","Number","778"
"Population","2022","Omeath, Co Louth","Male","Number","384"
"Population","2022","Omeath, Co Louth","Female","Number","394"
"Population","2022","Jenkinstown, Co Louth","Both sexes","Number","416"
"Population","2022","Jenkinstown, Co Louth","Male","Number","197"
"Population","2022","Jenkinstown, Co Louth","Female","Number","219"
"Population","2022","Beaulieu, Co Louth","Both sexes","Number","215"
"Population","2022","Beaulieu, Co Louth","Male","Number","104"
"Population","2022","Beaulieu, Co Louth","Female","Number","111"
"Population","2022","Drogheda, Counties Louth & Meath","Both sexes","Number","44135"
"Population","2022","Drogheda, Counties Louth & Meath","Male","Number","21677"
"Population","2022","Drogheda, Counties Louth & Meath","Female","Number","22458"
"Population","2022","Annagassan, Co Louth","Both sexes","Number","189"
"Population","2022","Annagassan, Co Louth","Male","Number","98"
"Population","2022","Annagassan, Co Louth","Female","Number","91"
"Population","2022","Castlebellingham-Kilsaran, Co Louth","Both sexes","Number","1232"
"Population","2022","Castlebellingham-Kilsaran, Co Louth","Male","Number","586"
"Population","2022","Castlebellingham-Kilsaran, Co Louth","Female","Number","646"
"Population","2022","Dunleer, Co Louth","Both sexes","Number","2143"
"Population","2022","Dunleer, Co Louth","Male","Number","1042"
"Population","2022","Dunleer, Co Louth","Female","Number","1101"
"Population","2022","Dundalk, Co Louth","Both sexes","Number","43112"
"Population","2022","Dundalk, Co Louth","Male","Number","21091"
"Population","2022","Dundalk, Co Louth","Female","Number","22021"
"Population","2022","Dromiskin, Co Louth","Both sexes","Number","1292"
"Population","2022","Dromiskin, Co Louth","Male","Number","632"
"Population","2022","Dromiskin, Co Louth","Female","Number","660"
"Population","2022","Tullyallen, Co Louth","Both sexes","Number","1697"
"Population","2022","Tullyallen, Co Louth","Male","Number","823"
"Population","2022","Tullyallen, Co Louth","Female","Number","874"
"Population","2022","Tinure, Co Louth","Both sexes","Number","530"
"Population","2022","Tinure, Co Louth","Male","Number","273"
"Population","2022","Tinure, Co Louth","Female","Number","257"
"Population","2022","Collon, Co Louth","Both sexes","Number","864"
"Population","2022","Collon, Co Louth","Male","Number","427"
"Population","2022","Collon, Co Louth","Female","Number","437"
"Population","2022","Knockbridge, Co Louth","Both sexes","Number","759"
"Population","2022","Knockbridge, Co Louth","Male","Number","372"
"Population","2022","Knockbridge, Co Louth","Female","Number","387"
"Population","2022","Ardee, Co Louth","Both sexes","Number","5478"
"Population","2022","Ardee, Co Louth","Male","Number","2663"
"Population","2022","Ardee, Co Louth","Female","Number","2815"
"Population","2022","Louth, Co Louth","Both sexes","Number","717"
"Population","2022","Louth, Co Louth","Male","Number","346"
"Population","2022","Louth, Co Louth","Female","Number","371"
"Population","2022","Tallanstown, Co Louth","Both sexes","Number","668"
"Population","2022","Tallanstown, Co Louth","Male","Number","328"
"Population","2022","Tallanstown, Co Louth","Female","Number","340"
"Population","2022","Gormanston, Co Meath","Both sexes","Number","380"
"Population","2022","Gormanston, Co Meath","Male","Number","184"
"Population","2022","Gormanston, Co Meath","Female","Number","196"
"Population","2022","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Both sexes","Number","15642"
"Population","2022","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Male","Number","7668"
"Population","2022","Laytown-Bettystown-Mornington-Donacarney, Co Meath","Female","Number","7974"
"Population","2022","Stamullen, Co Meath","Both sexes","Number","3720"
"Population","2022","Stamullen, Co Meath","Male","Number","1860"
"Population","2022","Stamullen, Co Meath","Female","Number","1860"
"Population","2022","Julianstown, Co Meath","Both sexes","Number","701"
"Population","2022","Julianstown, Co Meath","Male","Number","362"
"Population","2022","Julianstown, Co Meath","Female","Number","339"
"Population","2022","Ashbourne, Co Meath","Both sexes","Number","15680"
"Population","2022","Ashbourne, Co Meath","Male","Number","7713"
"Population","2022","Ashbourne, Co Meath","Female","Number","7967"
"Population","2022","Duleek, Co Meath","Both sexes","Number","4899"
"Population","2022","Duleek, Co Meath","Male","Number","2422"
"Population","2022","Duleek, Co Meath","Female","Number","2477"
"Population","2022","Donore, Co Meath","Both sexes","Number","767"
"Population","2022","Donore, Co Meath","Male","Number","382"
"Population","2022","Donore, Co Meath","Female","Number","385"
"Population","2022","Clonee, Co Meath","Both sexes","Number","1205"
"Population","2022","Clonee, Co Meath","Male","Number","614"
"Population","2022","Clonee, Co Meath","Female","Number","591"
"Population","2022","Ratoath, Co Meath","Both sexes","Number","10077"
"Population","2022","Ratoath, Co Meath","Male","Number","4921"
"Population","2022","Ratoath, Co Meath","Female","Number","5156"
"Population","2022","Dunboyne, Co Meath","Both sexes","Number","7155"
"Population","2022","Dunboyne, Co Meath","Male","Number","3568"
"Population","2022","Dunboyne, Co Meath","Female","Number","3587"
"Population","2022","Kentstown, Co Meath","Both sexes","Number","1195"
"Population","2022","Kentstown, Co Meath","Male","Number","585"
"Population","2022","Kentstown, Co Meath","Female","Number","610"
"Population","2022","Dunshaughlin, Co Meath","Both sexes","Number","6644"
"Population","2022","Dunshaughlin, Co Meath","Male","Number","3287"
"Population","2022","Dunshaughlin, Co Meath","Female","Number","3357"
"Population","2022","Slane, Co Meath","Both sexes","Number","1445"
"Population","2022","Slane, Co Meath","Male","Number","723"
"Population","2022","Slane, Co Meath","Female","Number","722"
"Population","2022","Kilcloon, Co Meath","Both sexes","Number","469"
"Population","2022","Kilcloon, Co Meath","Male","Number","237"
"Population","2022","Kilcloon, Co Meath","Female","Number","232"
"Population","2022","Kilmessan, Co Meath","Both sexes","Number","907"
"Population","2022","Kilmessan, Co Meath","Male","Number","427"
"Population","2022","Kilmessan, Co Meath","Female","Number","480"
"Population","2022","Drumconrath, Co Meath","Both sexes","Number","423"
"Population","2022","Drumconrath, Co Meath","Male","Number","222"
"Population","2022","Drumconrath, Co Meath","Female","Number","201"
"Population","2022","Navan, Co Meath","Both sexes","Number","33886"
"Population","2022","Navan, Co Meath","Male","Number","16736"
"Population","2022","Navan, Co Meath","Female","Number","17150"
"Population","2022","Robinstown, Co Meath","Both sexes","Number","412"
"Population","2022","Robinstown, Co Meath","Male","Number","220"
"Population","2022","Robinstown, Co Meath","Female","Number","192"
"Population","2022","Summerhill, Co Meath","Both sexes","Number","947"
"Population","2022","Summerhill, Co Meath","Male","Number","457"
"Population","2022","Summerhill, Co Meath","Female","Number","490"
"Population","2022","Nobber, Co Meath","Both sexes","Number","404"
"Population","2022","Nobber, Co Meath","Male","Number","197"
"Population","2022","Nobber, Co Meath","Female","Number","207"
"Population","2022","Trim, Co Meath","Both sexes","Number","9563"
"Population","2022","Trim, Co Meath","Male","Number","4690"
"Population","2022","Trim, Co Meath","Female","Number","4873"
"Population","2022","Rathmolyon, Co Meath","Both sexes","Number","462"
"Population","2022","Rathmolyon, Co Meath","Male","Number","228"
"Population","2022","Rathmolyon, Co Meath","Female","Number","234"
"Population","2022","Kilmainhamwood, Co Meath","Both sexes","Number","362"
"Population","2022","Kilmainhamwood, Co Meath","Male","Number","177"
"Population","2022","Kilmainhamwood, Co Meath","Female","Number","185"
"Population","2022","Enfield, Co Meath","Both sexes","Number","3663"
"Population","2022","Enfield, Co Meath","Male","Number","1823"
"Population","2022","Enfield, Co Meath","Female","Number","1840"
"Population","2022","Carlanstown, Co Meath","Both sexes","Number","718"
"Population","2022","Carlanstown, Co Meath","Male","Number","354"
"Population","2022","Carlanstown, Co Meath","Female","Number","364"
"Population","2022","Kells, Co Meath","Both sexes","Number","6608"
"Population","2022","Kells, Co Meath","Male","Number","3248"
"Population","2022","Kells, Co Meath","Female","Number","3360"
"Population","2022","Kildalkey, Co Meath","Both sexes","Number","739"
"Population","2022","Kildalkey, Co Meath","Male","Number","369"
"Population","2022","Kildalkey, Co Meath","Female","Number","370"
"Population","2022","Athboy, Co Meath","Both sexes","Number","2596"
"Population","2022","Athboy, Co Meath","Male","Number","1256"
"Population","2022","Athboy, Co Meath","Female","Number","1340"
"Population","2022","Longwood, Co Meath","Both sexes","Number","1685"
"Population","2022","Longwood, Co Meath","Male","Number","812"
"Population","2022","Longwood, Co Meath","Female","Number","873"
"Population","2022","Ballivor, Co Meath","Both sexes","Number","1870"
"Population","2022","Ballivor, Co Meath","Male","Number","933"
"Population","2022","Ballivor, Co Meath","Female","Number","937"
"Population","2022","Crossakeel, Co Meath","Both sexes","Number","218"
"Population","2022","Crossakeel, Co Meath","Male","Number","101"
"Population","2022","Crossakeel, Co Meath","Female","Number","117"
"Population","2022","Clonard, Co Meath","Both sexes","Number","364"
"Population","2022","Clonard, Co Meath","Male","Number","177"
"Population","2022","Clonard, Co Meath","Female","Number","187"
"Population","2022","Oldcastle, Co Meath","Both sexes","Number","1409"
"Population","2022","Oldcastle, Co Meath","Male","Number","706"
"Population","2022","Oldcastle, Co Meath","Female","Number","703"
"Population","2022","Edenderry, Co Offaly","Both sexes","Number","7888"
"Population","2022","Edenderry, Co Offaly","Male","Number","3973"
"Population","2022","Edenderry, Co Offaly","Female","Number","3915"
"Population","2022","Clonbullogue, Co Offaly","Both sexes","Number","401"
"Population","2022","Clonbullogue, Co Offaly","Male","Number","205"
"Population","2022","Clonbullogue, Co Offaly","Female","Number","196"
"Population","2022","Bracknagh, Co Offaly","Both sexes","Number","274"
"Population","2022","Bracknagh, Co Offaly","Male","Number","143"
"Population","2022","Bracknagh, Co Offaly","Female","Number","131"
"Population","2022","Rhode, Co Offaly","Both sexes","Number","841"
"Population","2022","Rhode, Co Offaly","Male","Number","416"
"Population","2022","Rhode, Co Offaly","Female","Number","425"
"Population","2022","Walsh Island or Coolagary, Co Offaly","Both sexes","Number","480"
"Population","2022","Walsh Island or Coolagary, Co Offaly","Male","Number","235"
"Population","2022","Walsh Island or Coolagary, Co Offaly","Female","Number","245"
"Population","2022","Clonygowan, Co Offaly","Both sexes","Number","308"
"Population","2022","Clonygowan, Co Offaly","Male","Number","153"
"Population","2022","Clonygowan, Co Offaly","Female","Number","155"
"Population","2022","Daingean, Co Offaly","Both sexes","Number","1223"
"Population","2022","Daingean, Co Offaly","Male","Number","622"
"Population","2022","Daingean, Co Offaly","Female","Number","601"
"Population","2022","Geashill, Co Offaly","Both sexes","Number","392"
"Population","2022","Geashill, Co Offaly","Male","Number","193"
"Population","2022","Geashill, Co Offaly","Female","Number","199"
"Population","2022","Ballinagar, Co Offaly","Both sexes","Number","321"
"Population","2022","Ballinagar, Co Offaly","Male","Number","167"
"Population","2022","Ballinagar, Co Offaly","Female","Number","154"
"Population","2022","Killeigh, Co Offaly","Both sexes","Number","183"
"Population","2022","Killeigh, Co Offaly","Male","Number","80"
"Population","2022","Killeigh, Co Offaly","Female","Number","103"
"Population","2022","Tullamore, Co Offaly","Both sexes","Number","15598"
"Population","2022","Tullamore, Co Offaly","Male","Number","7626"
"Population","2022","Tullamore, Co Offaly","Female","Number","7972"
"Population","2022","Killurin, Co Offaly","Both sexes","Number","167"
"Population","2022","Killurin, Co Offaly","Male","Number","85"
"Population","2022","Killurin, Co Offaly","Female","Number","82"
"Population","2022","Mucklagh, Co Offaly","Both sexes","Number","918"
"Population","2022","Mucklagh, Co Offaly","Male","Number","459"
"Population","2022","Mucklagh, Co Offaly","Female","Number","459"
"Population","2022","Clara, Co Offaly","Both sexes","Number","3403"
"Population","2022","Clara, Co Offaly","Male","Number","1636"
"Population","2022","Clara, Co Offaly","Female","Number","1767"
"Population","2022","Ballycumber, Co Offaly","Both sexes","Number","216"
"Population","2022","Ballycumber, Co Offaly","Male","Number","99"
